ResponseId,Q,A.Code,B.Code,Winner,Loser
R_2t9UJgtcTg7OHmj,1653,Milk chocolate,Baked potato,Milk chocolate,Baked potato
R_1r66va2S1sAefgQ,1653,Milk chocolate,Baked potato,Milk chocolate,Baked potato
R_28BtgAQhOlGhpXW,1653,Milk chocolate,Baked potato,Baked potato,Baked potato
R_2t9UJgtcTg7OHmj,1654,Corn,Tomato,Tomato,Corn
R_3DdV0BsmQ3PWHcz,1654,Corn,Tomato,Tomato,Corn
R_3RaaX8QviiBDnY3,1654,Corn,Tomato,Tomato,Corn
R_2QF2fjEYrBO55Fc,1656,Blueberries,Pizza,Pizza,Blueberries
R_0uEt7zz23Wfr9UB,1656,Blueberries,Pizza,Pizza,Blueberries
R_3RaaX8QviiBDnY3,1656,Blueberries,Pizza,Pizza,Blueberries
R_8wUp6UoyaSjh7Vv,1658,Coconut,Rice,Rice,Coconut
R_2wozg0gDK8xofeS,1659,Bacon,Aubergine,Bacon,Aubergine
R_2dy8rev3SOYUvXF,1661,Bacon,Carrot cake,Bacon,Carrot cake
R_sNXjSi1uJ5Urk7D,1661,Bacon,Carrot cake,Bacon,Carrot cake
R_1r66va2S1sAefgQ,1662,Blueberries,Guacamole,Guacamole,Blueberries
R_3qlgRu9r83MHpQV,1662,Blueberries,Guacamole,Guacamole,Blueberries
R_3RaaX8QviiBDnY3,1663,Ham,Kiwi,Kiwi,Ham
R_8wUp6UoyaSjh7Vv,1663,Ham,Kiwi,Kiwi,Ham
R_1r66va2S1sAefgQ,1664,Banana,Soup,Soup,Banana
R_2QF2fjEYrBO55Fc,1664,Banana,Soup,Soup,Banana
R_28BtgAQhOlGhpXW,1664,Banana,Soup,Soup,Soup
R_sNXjSi1uJ5Urk7D,1664,Banana,Soup,Banana,Soup
R_ulVyxnPUfaUuiJP,1665,Courgette,Chips/fries,Courgette,Chips/fries
R_pKvi1vtXXjn22d3,1667,Sprouts,Avocado,Sprouts,Avocado
R_3DdV0BsmQ3PWHcz,1668,Sweet potatoes,Scrambled egg,Scrambled egg,Sweet potatoes
R_2QF2fjEYrBO55Fc,1669,Crepes,Grapes,Crepes,Grapes
R_2Y9t2oJsgNVVzBK,1670,Gingerbread,Nachos,Nachos,Gingerbread
R_3DdV0BsmQ3PWHcz,1670,Gingerbread,Nachos,Nachos,Gingerbread
R_8wUp6UoyaSjh7Vv,1670,Gingerbread,Nachos,Nachos,Gingerbread
R_1dGERiu0bpq3uSA,1670,Gingerbread,Nachos,Gingerbread,Nachos
R_3qlgRu9r83MHpQV,1671,Hummus,Cheesecake,Cheesecake,Hummus
R_28BtgAQhOlGhpXW,1673,Tomato,Mushroom,Mushroom,Mushroom
R_3qlgRu9r83MHpQV,1674,Lamb,Kidney beans,Lamb,Kidney beans
R_3qlgRu9r83MHpQV,1675,Blue cheese,Brownies,Blue cheese,Brownies
R_Y47DVylau9kyQBr,1675,Blue cheese,Brownies,Brownies,Blue cheese
R_28BtgAQhOlGhpXW,1676,Courgette,Crepes,Crepes,Courgette
R_2dy8rev3SOYUvXF,1676,Courgette,Crepes,Crepes,Courgette
R_2wozg0gDK8xofeS,1677,Soup,Cod,Soup,Cod
R_3DdV0BsmQ3PWHcz,1677,Soup,Cod,Cod,Soup
R_ulVyxnPUfaUuiJP,1677,Soup,Cod,Cod,Soup
R_pKvi1vtXXjn22d3,1677,Soup,Cod,Soup,Cod
R_2dy8rev3SOYUvXF,1677,Soup,Cod,Soup,Cod
R_8wUp6UoyaSjh7Vv,1679,Brownies,Prawns,Brownies,Prawns
R_3qlgRu9r83MHpQV,1679,Brownies,Prawns,Prawns,Brownies
R_3qlgRu9r83MHpQV,1680,Granola,Courgette,Granola,Courgette
R_Y47DVylau9kyQBr,1680,Granola,Courgette,Granola,Courgette
R_0uEt7zz23Wfr9UB,1680,Granola,Courgette,Granola,Courgette
R_1dGERiu0bpq3uSA,1681,Popcorn,Fried eggs,Fried eggs,Popcorn
R_28BtgAQhOlGhpXW,1681,Popcorn,Fried eggs,Fried eggs,Popcorn
R_0uEt7zz23Wfr9UB,1682,Noodles,Tacos,Tacos,Noodles
R_2dy8rev3SOYUvXF,1682,Noodles,Tacos,Noodles,Tacos
R_2wozg0gDK8xofeS,1682,Noodles,Tacos,Noodles,Tacos
R_2Y9t2oJsgNVVzBK,1683,Falafel,Banana,Banana,Falafel
R_1r66va2S1sAefgQ,1684,Boiled egg,Pizza,Pizza,Boiled egg
R_ulVyxnPUfaUuiJP,1684,Boiled egg,Pizza,Pizza,Boiled egg
R_3RaaX8QviiBDnY3,1684,Boiled egg,Pizza,Pizza,Boiled egg
R_2Y9t2oJsgNVVzBK,1685,Pancakes,Prawns,Pancakes,Prawns
R_8wUp6UoyaSjh7Vv,1686,Brownies,Baked potato,Brownies,Baked potato
R_3RaaX8QviiBDnY3,1686,Brownies,Baked potato,Brownies,Baked potato
R_ulVyxnPUfaUuiJP,1686,Brownies,Baked potato,Brownies,Baked potato
R_2QF2fjEYrBO55Fc,1686,Brownies,Baked potato,Brownies,Baked potato
R_pKvi1vtXXjn22d3,1690,Nachos,Cheesecake,Nachos,Cheesecake
R_3qlgRu9r83MHpQV,1691,Sprouts,Strawberries,Strawberries,Sprouts
R_0uEt7zz23Wfr9UB,1691,Sprouts,Strawberries,Strawberries,Sprouts
R_pKvi1vtXXjn22d3,1691,Sprouts,Strawberries,Strawberries,Sprouts
R_1r66va2S1sAefgQ,1692,Chicken nugges,Onion rings,Onion rings,Chicken nugges
R_3qlgRu9r83MHpQV,1693,Pepperoni,Sprouts,Pepperoni,Sprouts
R_Y47DVylau9kyQBr,1694,Cheddar cheese,Pulled pork,Cheddar cheese,Pulled pork
R_8wUp6UoyaSjh7Vv,1694,Cheddar cheese,Pulled pork,Pulled pork,Cheddar cheese
R_2Y9t2oJsgNVVzBK,1694,Cheddar cheese,Pulled pork,Cheddar cheese,Pulled pork
R_1dGERiu0bpq3uSA,1694,Cheddar cheese,Pulled pork,Cheddar cheese,Pulled pork
R_1dGERiu0bpq3uSA,1695,Burrito,Corn,Burrito,Corn
R_28BtgAQhOlGhpXW,1695,Burrito,Corn,Burrito,Corn
R_2QF2fjEYrBO55Fc,1695,Burrito,Corn,Burrito,Corn
R_sNXjSi1uJ5Urk7D,1695,Burrito,Corn,Burrito,Corn
R_pKvi1vtXXjn22d3,1696,Ham,Oysters,Ham,Oysters
R_2wozg0gDK8xofeS,1697,Hummus,Marmite/vegemite,Marmite/vegemite,Hummus
R_2Y9t2oJsgNVVzBK,1698,Butternut squash,Roast chicken,Roast chicken,Butternut squash
R_sNXjSi1uJ5Urk7D,1698,Butternut squash,Roast chicken,Roast chicken,Butternut squash
R_1dGERiu0bpq3uSA,1699,Brocolli,Crepes,Crepes,Brocolli
R_Y47DVylau9kyQBr,1699,Brocolli,Crepes,Crepes,Brocolli
R_2Y9t2oJsgNVVzBK,1700,Crepes,Cookies/biscuits,Crepes,Cookies/biscuits
R_28BtgAQhOlGhpXW,1701,Steak,Soup,Steak,Soup
R_Y47DVylau9kyQBr,1702,Melon,Pancakes,Melon,Pancakes
R_2wozg0gDK8xofeS,1702,Melon,Pancakes,Pancakes,Melon
R_0uEt7zz23Wfr9UB,1702,Melon,Pancakes,Pancakes,Melon
R_2t9UJgtcTg7OHmj,1703,Smoked salmon,Milk chocolate,Milk chocolate,Smoked salmon
R_ulVyxnPUfaUuiJP,1704,Cashew nuts,Mushroom,Mushroom,Cashew nuts
R_2wozg0gDK8xofeS,1704,Cashew nuts,Mushroom,Cashew nuts,Mushroom
R_2t9UJgtcTg7OHmj,1705,Pulled pork,Pasta,Pasta,Pulled pork
R_2QF2fjEYrBO55Fc,1706,Orange,Bacon,Bacon,Orange
R_2Y9t2oJsgNVVzBK,1706,Orange,Bacon,Bacon,Orange
R_1dGERiu0bpq3uSA,1706,Orange,Bacon,Bacon,Orange
R_1r66va2S1sAefgQ,1707,Butternut squash,Onion rings,Onion rings,Butternut squash
R_ulVyxnPUfaUuiJP,1707,Butternut squash,Onion rings,Onion rings,Butternut squash
R_3RaaX8QviiBDnY3,1707,Butternut squash,Onion rings,Onion rings,Butternut squash
R_2QF2fjEYrBO55Fc,1709,Brownies,Crisps/chips,Crisps/chips,Brownies
R_2wozg0gDK8xofeS,1709,Brownies,Crisps/chips,Brownies,Crisps/chips
R_1r66va2S1sAefgQ,1709,Brownies,Crisps/chips,Brownies,Crisps/chips
R_3RaaX8QviiBDnY3,1709,Brownies,Crisps/chips,Brownies,Crisps/chips
R_3DdV0BsmQ3PWHcz,1709,Brownies,Crisps/chips,Brownies,Crisps/chips
R_0uEt7zz23Wfr9UB,1711,Kidney beans,Rocket/arugula ,Rocket/arugula ,Kidney beans
R_ulVyxnPUfaUuiJP,1711,Kidney beans,Rocket/arugula ,Rocket/arugula ,Kidney beans
R_0uEt7zz23Wfr9UB,1712,Burger,Cookies/biscuits,Cookies/biscuits,Burger
R_2dy8rev3SOYUvXF,1712,Burger,Cookies/biscuits,Burger,Cookies/biscuits
R_8wUp6UoyaSjh7Vv,1712,Burger,Cookies/biscuits,Burger,Cookies/biscuits
R_3RaaX8QviiBDnY3,1714,Lamb,Gingerbread,Lamb,Gingerbread
R_pKvi1vtXXjn22d3,1715,Peanuts,Guacamole,Guacamole,Peanuts
R_1r66va2S1sAefgQ,1716,Popcorn,Grapes,Popcorn,Grapes
R_Y47DVylau9kyQBr,1716,Popcorn,Grapes,Popcorn,Grapes
R_1dGERiu0bpq3uSA,1716,Popcorn,Grapes,Popcorn,Grapes
R_3DdV0BsmQ3PWHcz,1718,Ice cream,Tomato,Ice cream,Tomato
R_pKvi1vtXXjn22d3,1718,Ice cream,Tomato,Tomato,Ice cream
R_Y47DVylau9kyQBr,1719,Cod,Guacamole,Guacamole,Cod
R_2QF2fjEYrBO55Fc,1719,Cod,Guacamole,Guacamole,Cod
R_2t9UJgtcTg7OHmj,1721,Rice,Banana,Rice,Banana
R_ulVyxnPUfaUuiJP,1721,Rice,Banana,Banana,Rice
R_8wUp6UoyaSjh7Vv,1722,Apple pie,Banana,Apple pie,Banana
R_3qlgRu9r83MHpQV,1722,Apple pie,Banana,Apple pie,Banana
R_1r66va2S1sAefgQ,1722,Apple pie,Banana,Apple pie,Banana
R_2QF2fjEYrBO55Fc,1723,Hummus,Avocado,Hummus,Avocado
R_2wozg0gDK8xofeS,1723,Hummus,Avocado,Hummus,Avocado
R_2dy8rev3SOYUvXF,1723,Hummus,Avocado,Hummus,Avocado
R_8wUp6UoyaSjh7Vv,1723,Hummus,Avocado,Hummus,Avocado
R_2dy8rev3SOYUvXF,1724,Chocolate chip muffin,Brownies,Chocolate chip muffin,Brownies
R_1r66va2S1sAefgQ,1726,Carrot,Boiled egg,Boiled egg,Carrot
R_0uEt7zz23Wfr9UB,1727,Courgette,Orange,Orange,Courgette
R_3DdV0BsmQ3PWHcz,1727,Courgette,Orange,Courgette,Orange
R_8wUp6UoyaSjh7Vv,1729,Cheddar cheese,Victoria sponge cake,Victoria sponge cake,Cheddar cheese
R_3DdV0BsmQ3PWHcz,1729,Cheddar cheese,Victoria sponge cake,Victoria sponge cake,Cheddar cheese
R_ulVyxnPUfaUuiJP,1729,Cheddar cheese,Victoria sponge cake,Cheddar cheese,Victoria sponge cake
R_1dGERiu0bpq3uSA,1730,Lamb,Steak,Steak,Lamb
R_2QF2fjEYrBO55Fc,1731,Cheesecake,Carrot cake,Carrot cake,Cheesecake
R_3RaaX8QviiBDnY3,1732,Ham,Marmite/vegemite,Marmite/vegemite,Ham
R_2t9UJgtcTg7OHmj,1733,Croissant,Guacamole,Croissant,Guacamole
R_2QF2fjEYrBO55Fc,1733,Croissant,Guacamole,Croissant,Guacamole
R_3qlgRu9r83MHpQV,1733,Croissant,Guacamole,Croissant,Guacamole
R_2QF2fjEYrBO55Fc,1734,Cookies/biscuits,Onion rings,Cookies/biscuits,Onion rings
R_2wozg0gDK8xofeS,1734,Cookies/biscuits,Onion rings,Cookies/biscuits,Onion rings
R_2wozg0gDK8xofeS,1735,Granola,Brownies,Brownies,Granola
R_8wUp6UoyaSjh7Vv,1736,Gingerbread,Pulled pork,Pulled pork,Gingerbread
R_3qlgRu9r83MHpQV,1736,Gingerbread,Pulled pork,Gingerbread,Pulled pork
R_3DdV0BsmQ3PWHcz,1736,Gingerbread,Pulled pork,Pulled pork,Gingerbread
R_2t9UJgtcTg7OHmj,1738,Cookies/biscuits,Chips/fries,Cookies/biscuits,Chips/fries
R_sNXjSi1uJ5Urk7D,1738,Cookies/biscuits,Chips/fries,Chips/fries,Cookies/biscuits
R_2QF2fjEYrBO55Fc,1738,Cookies/biscuits,Chips/fries,Chips/fries,Cookies/biscuits
R_28BtgAQhOlGhpXW,1739,Coconut,Aubergine,Coconut,Aubergine
R_2wozg0gDK8xofeS,1739,Coconut,Aubergine,Aubergine,Coconut
R_2QF2fjEYrBO55Fc,1739,Coconut,Aubergine,Coconut,Aubergine
R_sNXjSi1uJ5Urk7D,1741,Oysters,Gingerbread,Gingerbread,Oysters
R_1r66va2S1sAefgQ,1741,Oysters,Gingerbread,Gingerbread,Oysters
R_3DdV0BsmQ3PWHcz,1742,Blue cheese,Onion,Blue cheese,Onion
R_3qlgRu9r83MHpQV,1743,Nachos,Pepperoni,Nachos,Pepperoni
R_2t9UJgtcTg7OHmj,1744,Tomato,Smoked salmon,Tomato,Smoked salmon
R_1dGERiu0bpq3uSA,1745,Ham,Sushi,Sushi,Ham
R_28BtgAQhOlGhpXW,1745,Ham,Sushi,Sushi,Ham
R_2wozg0gDK8xofeS,1746,Onion rings,Chocolate chip muffin,Chocolate chip muffin,Onion rings
R_1dGERiu0bpq3uSA,1748,Peanuts,Milk chocolate,Milk chocolate,Peanuts
R_1dGERiu0bpq3uSA,1750,Peach,Hummus,Peach,Hummus
R_pKvi1vtXXjn22d3,1751,Prawns,Apple,Apple,Prawns
R_3qlgRu9r83MHpQV,1752,Cookies/biscuits,Orange,Cookies/biscuits,Orange
R_3RaaX8QviiBDnY3,1752,Cookies/biscuits,Orange,Cookies/biscuits,Orange
R_2t9UJgtcTg7OHmj,1754,Burrito,Cabbage,Burrito,Cabbage
R_1r66va2S1sAefgQ,1754,Burrito,Cabbage,Burrito,Cabbage
R_2Y9t2oJsgNVVzBK,1754,Burrito,Cabbage,Burrito,Cabbage
R_2wozg0gDK8xofeS,1754,Burrito,Cabbage,Cabbage,Burrito
R_3RaaX8QviiBDnY3,1755,Bread,Tomato,Bread,Tomato
R_pKvi1vtXXjn22d3,1756,Blue cheese,Mac n cheese,Blue cheese,Mac n cheese
R_sNXjSi1uJ5Urk7D,1757,Peas,Soup,Soup,Peas
R_ulVyxnPUfaUuiJP,1757,Peas,Soup,Peas,Soup
R_2Y9t2oJsgNVVzBK,1758,Milk,Pepperoni,Milk,Pepperoni
R_2wozg0gDK8xofeS,1758,Milk,Pepperoni,Milk,Pepperoni
R_ulVyxnPUfaUuiJP,1758,Milk,Pepperoni,Pepperoni,Milk
R_8wUp6UoyaSjh7Vv,1759,Crisps/chips,Blueberries,Crisps/chips,Blueberries
R_28BtgAQhOlGhpXW,1759,Crisps/chips,Blueberries,Blueberries,Crisps/chips
R_3qlgRu9r83MHpQV,1760,Marmite/vegemite,Brownies,Brownies,Marmite/vegemite
R_Y47DVylau9kyQBr,1760,Marmite/vegemite,Brownies,Marmite/vegemite,Brownies
R_2dy8rev3SOYUvXF,1761,Apple,Scrambled egg,Apple,Scrambled egg
R_2Y9t2oJsgNVVzBK,1761,Apple,Scrambled egg,Scrambled egg,Apple
R_sNXjSi1uJ5Urk7D,1762,Rice,Blue cheese,Blue cheese,Rice
R_28BtgAQhOlGhpXW,1762,Rice,Blue cheese,Blue cheese,Rice
R_3RaaX8QviiBDnY3,1763,Scrambled egg,Smoked salmon,Smoked salmon,Scrambled egg
R_28BtgAQhOlGhpXW,1763,Scrambled egg,Smoked salmon,Smoked salmon,Scrambled egg
R_ulVyxnPUfaUuiJP,1764,Brownies,Poached egg,Brownies,Poached egg
R_3DdV0BsmQ3PWHcz,1764,Brownies,Poached egg,Brownies,Poached egg
R_2dy8rev3SOYUvXF,1765,Orange,Rocket/arugula ,Orange,Rocket/arugula 
R_8wUp6UoyaSjh7Vv,1766,Victoria sponge cake,Onion rings,Victoria sponge cake,Onion rings
R_2wozg0gDK8xofeS,1767,Brocolli,Noodles,Noodles,Brocolli
R_2Y9t2oJsgNVVzBK,1767,Brocolli,Noodles,Noodles,Brocolli
R_2dy8rev3SOYUvXF,1767,Brocolli,Noodles,Noodles,Brocolli
R_pKvi1vtXXjn22d3,1768,Popcorn,Hummus,Popcorn,Hummus
R_3qlgRu9r83MHpQV,1768,Popcorn,Hummus,Hummus,Popcorn
R_8wUp6UoyaSjh7Vv,1769,Rice,Carrot,Rice,Carrot
R_pKvi1vtXXjn22d3,1769,Rice,Carrot,Rice,Carrot
R_2t9UJgtcTg7OHmj,1769,Rice,Carrot,Rice,Carrot
R_2dy8rev3SOYUvXF,1770,Pizza,Soup,Pizza,Soup
R_2Y9t2oJsgNVVzBK,1770,Pizza,Soup,Soup,Pizza
R_28BtgAQhOlGhpXW,1773,Peas,Sushi,Sushi,Peas
R_2t9UJgtcTg7OHmj,1774,Falafel,Onion,Falafel,Onion
R_sNXjSi1uJ5Urk7D,1774,Falafel,Onion,Falafel,Onion
R_3RaaX8QviiBDnY3,1775,Bacon,Strawberries,Strawberries,Bacon
R_2t9UJgtcTg7OHmj,1776,Victoria sponge cake,Peach,Victoria sponge cake,Peach
R_2wozg0gDK8xofeS,1776,Victoria sponge cake,Peach,Peach,Victoria sponge cake
R_pKvi1vtXXjn22d3,1776,Victoria sponge cake,Peach,Victoria sponge cake,Peach
R_3qlgRu9r83MHpQV,1777,Roast chicken,Pancakes,Pancakes,Roast chicken
R_2t9UJgtcTg7OHmj,1777,Roast chicken,Pancakes,Pancakes,Roast chicken
R_ulVyxnPUfaUuiJP,1778,Lamb,Butternut squash,Lamb,Butternut squash
R_3DdV0BsmQ3PWHcz,1779,Ice cream,Spinach,Ice cream,Spinach
R_8wUp6UoyaSjh7Vv,1781,Poached egg,Sushi,Sushi,Poached egg
R_2wozg0gDK8xofeS,1782,Victoria sponge cake,Aubergine,Victoria sponge cake,Aubergine
R_sNXjSi1uJ5Urk7D,1783,Corn,Baked potato,Baked potato,Corn
R_Y47DVylau9kyQBr,1784,Soup,Tacos,Tacos,Soup
R_sNXjSi1uJ5Urk7D,1784,Soup,Tacos,Tacos,Soup
R_3RaaX8QviiBDnY3,1785,Baked potato,Chips/fries,Chips/fries,Baked potato
R_0uEt7zz23Wfr9UB,1785,Baked potato,Chips/fries,Chips/fries,Baked potato
R_28BtgAQhOlGhpXW,1785,Baked potato,Chips/fries,Chips/fries,Chips/fries
R_2t9UJgtcTg7OHmj,1786,Mac n cheese,Raspberries,Mac n cheese,Raspberries
R_3DdV0BsmQ3PWHcz,1786,Mac n cheese,Raspberries,Mac n cheese,Raspberries
R_ulVyxnPUfaUuiJP,1786,Mac n cheese,Raspberries,Mac n cheese,Raspberries
R_2t9UJgtcTg7OHmj,1787,Pulled pork,Coconut,Pulled pork,Coconut
R_2dy8rev3SOYUvXF,1787,Pulled pork,Coconut,Pulled pork,Coconut
R_1r66va2S1sAefgQ,1788,Cookies/biscuits,Cheesecake,Cookies/biscuits,Cheesecake
R_3DdV0BsmQ3PWHcz,1789,Raspberries,Poached egg,Poached egg,Raspberries
R_ulVyxnPUfaUuiJP,1789,Raspberries,Poached egg,Raspberries,Poached egg
R_1r66va2S1sAefgQ,1789,Raspberries,Poached egg,Raspberries,Poached egg
R_2Y9t2oJsgNVVzBK,1791,Pulled pork,Prawns,Prawns,Pulled pork
R_pKvi1vtXXjn22d3,1791,Pulled pork,Prawns,Prawns,Prawns
R_8wUp6UoyaSjh7Vv,1791,Pulled pork,Prawns,Pulled pork,Prawns
R_1dGERiu0bpq3uSA,1791,Pulled pork,Prawns,Pulled pork,Prawns
R_2QF2fjEYrBO55Fc,1791,Pulled pork,Prawns,Prawns,Pulled pork
R_ulVyxnPUfaUuiJP,1791,Pulled pork,Prawns,Pulled pork,Prawns
R_2QF2fjEYrBO55Fc,1792,Butternut squash,Oysters,Butternut squash,Oysters
R_2Y9t2oJsgNVVzBK,1792,Butternut squash,Oysters,Butternut squash,Oysters
R_2dy8rev3SOYUvXF,1792,Butternut squash,Oysters,Oysters,Butternut squash
R_1dGERiu0bpq3uSA,1792,Butternut squash,Oysters,Butternut squash,Oysters
R_2QF2fjEYrBO55Fc,1794,Guacamole,Bacon,Bacon,Guacamole
R_2Y9t2oJsgNVVzBK,1794,Guacamole,Bacon,Bacon,Guacamole
R_2dy8rev3SOYUvXF,1794,Guacamole,Bacon,Bacon,Guacamole
R_1r66va2S1sAefgQ,1794,Guacamole,Bacon,Guacamole,Bacon
R_Y47DVylau9kyQBr,1795,Pulled pork,Tacos,Tacos,Pulled pork
R_3DdV0BsmQ3PWHcz,1795,Pulled pork,Tacos,Tacos,Pulled pork
R_2QF2fjEYrBO55Fc,1795,Pulled pork,Tacos,Tacos,Pulled pork
R_1dGERiu0bpq3uSA,1795,Pulled pork,Tacos,Tacos,Pulled pork
R_sNXjSi1uJ5Urk7D,1796,Falafel,Carrot cake,Falafel,Carrot cake
R_0uEt7zz23Wfr9UB,1797,Raspberries,Coconut,Raspberries,Coconut
R_ulVyxnPUfaUuiJP,1797,Raspberries,Coconut,Raspberries,Coconut
R_2wozg0gDK8xofeS,1797,Raspberries,Coconut,Raspberries,Coconut
R_Y47DVylau9kyQBr,1798,Prawns,Brocolli,Prawns,Brocolli
R_Y47DVylau9kyQBr,1799,Boiled egg,Apple,Boiled egg,Apple
R_Y47DVylau9kyQBr,1800,Cheddar cheese,Steak,Cheddar cheese,Steak
R_ulVyxnPUfaUuiJP,1800,Cheddar cheese,Steak,Cheddar cheese,Steak
R_3qlgRu9r83MHpQV,1801,Avocado,Peas,Peas,Peas
R_sNXjSi1uJ5Urk7D,1805,Popcorn,Sweet potatoes,Popcorn,Sweet potatoes
R_3qlgRu9r83MHpQV,1805,Popcorn,Sweet potatoes,Sweet potatoes,Popcorn
R_3DdV0BsmQ3PWHcz,1806,Dates,Peach,Peach,Dates
R_Y47DVylau9kyQBr,1807,Croissant,Tacos,Tacos,Croissant
R_1dGERiu0bpq3uSA,1808,Blueberries,Peas,Blueberries,Peas
R_2QF2fjEYrBO55Fc,1808,Blueberries,Peas,Blueberries,Peas
R_2t9UJgtcTg7OHmj,1810,Guacamole,Chicken nugges,Chicken nugges,Guacamole
R_2t9UJgtcTg7OHmj,1811,Avocado,Lamb,Lamb,Avocado
R_1dGERiu0bpq3uSA,1812,Scrambled egg,Ham,Ham,Scrambled egg
R_2Y9t2oJsgNVVzBK,1815,Coconut,Popcorn,Popcorn,Coconut
R_1r66va2S1sAefgQ,1815,Coconut,Popcorn,Popcorn,Coconut
R_sNXjSi1uJ5Urk7D,1816,Crepes,Mushroom,Mushroom,Crepes
R_8wUp6UoyaSjh7Vv,1816,Crepes,Mushroom,Crepes,Mushroom
R_sNXjSi1uJ5Urk7D,1817,Marmite/vegemite,Blueberries,Blueberries,Marmite/vegemite
R_28BtgAQhOlGhpXW,1817,Marmite/vegemite,Blueberries,Blueberries,Marmite/vegemite
R_2Y9t2oJsgNVVzBK,1818,Courgette,Burger,Burger,Courgette
R_2QF2fjEYrBO55Fc,1820,Rice,Prawns,Prawns,Rice
R_2Y9t2oJsgNVVzBK,1821,Raspberries,Peach,Raspberries,Peach
R_2wozg0gDK8xofeS,1822,Honey,Avocado,Honey,Avocado
R_pKvi1vtXXjn22d3,1822,Honey,Avocado,Honey,Avocado
R_1dGERiu0bpq3uSA,1824,Cheddar cheese,Milk chocolate,Milk chocolate,Cheddar cheese
R_28BtgAQhOlGhpXW,1825,Guacamole,Poached egg,Guacamole,Poached egg
R_3RaaX8QviiBDnY3,1825,Guacamole,Poached egg,Guacamole,Poached egg
R_0uEt7zz23Wfr9UB,1825,Guacamole,Poached egg,Guacamole,Poached egg
R_pKvi1vtXXjn22d3,1826,Blue cheese,Brocolli,Blue cheese,Brocolli
R_1dGERiu0bpq3uSA,1826,Blue cheese,Brocolli,Blue cheese,Brocolli
R_2wozg0gDK8xofeS,1826,Blue cheese,Brocolli,Blue cheese,Brocolli
R_ulVyxnPUfaUuiJP,1827,Avocado,Ham,Ham,Avocado
R_2wozg0gDK8xofeS,1829,Cookies/biscuits,Rice,Cookies/biscuits,Rice
R_1dGERiu0bpq3uSA,1829,Cookies/biscuits,Rice,Cookies/biscuits,Rice
R_2t9UJgtcTg7OHmj,1829,Cookies/biscuits,Rice,Rice,Cookies/biscuits
R_1r66va2S1sAefgQ,1829,Cookies/biscuits,Rice,Cookies/biscuits,Rice
R_3qlgRu9r83MHpQV,1830,Gingerbread,Onion,Gingerbread,Onion
R_sNXjSi1uJ5Urk7D,1830,Gingerbread,Onion,Gingerbread,Onion
R_3RaaX8QviiBDnY3,1832,Yogurt,Mushroom,Yogurt,Mushroom
R_2Y9t2oJsgNVVzBK,1832,Yogurt,Mushroom,Mushroom,Yogurt
R_ulVyxnPUfaUuiJP,1833,Bread,Nachos,Bread,Nachos
R_1r66va2S1sAefgQ,1833,Bread,Nachos,Bread,Nachos
R_0uEt7zz23Wfr9UB,1833,Bread,Nachos,Bread,Nachos
R_0uEt7zz23Wfr9UB,1834,Pizza,Roast chicken,Pizza,Roast chicken
R_ulVyxnPUfaUuiJP,1834,Pizza,Roast chicken,Roast chicken,Pizza
R_0uEt7zz23Wfr9UB,1835,Cookies/biscuits,Blueberries,Cookies/biscuits,Blueberries
R_3DdV0BsmQ3PWHcz,1836,Victoria sponge cake,Mac n cheese,Victoria sponge cake,Mac n cheese
R_2QF2fjEYrBO55Fc,1837,Marmite/vegemite,Apple pie,Apple pie,Marmite/vegemite
R_Y47DVylau9kyQBr,1837,Marmite/vegemite,Apple pie,Marmite/vegemite,Apple pie
R_1dGERiu0bpq3uSA,1838,Dates,Pepperoni,Dates,Pepperoni
R_3DdV0BsmQ3PWHcz,1838,Dates,Pepperoni,Dates,Pepperoni
R_sNXjSi1uJ5Urk7D,1838,Dates,Pepperoni,Pepperoni,Dates
R_2QF2fjEYrBO55Fc,1838,Dates,Pepperoni,Dates,Pepperoni
R_28BtgAQhOlGhpXW,1838,Dates,Pepperoni,Dates,Pepperoni
R_3RaaX8QviiBDnY3,1840,Onion,Kiwi,Kiwi,Onion
R_2QF2fjEYrBO55Fc,1843,Carrot,Dates,Carrot,Dates
R_8wUp6UoyaSjh7Vv,1843,Carrot,Dates,Carrot,Dates
R_1r66va2S1sAefgQ,1843,Carrot,Dates,Dates,Carrot
R_2dy8rev3SOYUvXF,1844,Fried eggs,Pancakes,Pancakes,Fried eggs
R_ulVyxnPUfaUuiJP,1845,Sprouts,Courgette,Courgette,Sprouts
R_2QF2fjEYrBO55Fc,1846,Bacon,Ice cream,Ice cream,Bacon
R_3DdV0BsmQ3PWHcz,1846,Bacon,Ice cream,Ice cream,Bacon
R_ulVyxnPUfaUuiJP,1848,Spinach,Aubergine,Aubergine,Spinach
R_2t9UJgtcTg7OHmj,1849,Burger,Tomato,Burger,Tomato
R_Y47DVylau9kyQBr,1849,Burger,Tomato,Burger,Tomato
R_2QF2fjEYrBO55Fc,1849,Burger,Tomato,Tomato,Burger
R_2dy8rev3SOYUvXF,1850,Coconut,Baked beans,Coconut,Baked beans
R_28BtgAQhOlGhpXW,1850,Coconut,Baked beans,Coconut,Baked beans
R_ulVyxnPUfaUuiJP,1850,Coconut,Baked beans,Baked beans,Coconut
R_3DdV0BsmQ3PWHcz,1850,Coconut,Baked beans,Baked beans,Coconut
